uri,ecartico
https://id.rijksmuseum.nl/310140347,https://www.vondel.humanities.uva.nl/ecartico/persons/2195
https://id.rijksmuseum.nl/31089264,https://www.vondel.humanities.uva.nl/ecartico/persons/5961
http://data.bibliotheken.nl/id/thes/p07057717X,https://www.vondel.humanities.uva.nl/ecartico/persons/5961
https://id.rijksmuseum.nl/31034480,https://www.vondel.humanities.uva.nl/ecartico/persons/2863
http://data.bibliotheken.nl/id/thes/p181278871,https://www.vondel.humanities.uva.nl/ecartico/persons/2863
https://id.rijksmuseum.nl/31074730,https://www.vondel.humanities.uva.nl/ecartico/persons/4892
https://id.rijksmuseum.nl/310138984,https://www.vondel.humanities.uva.nl/ecartico/persons/4892
http://data.bibliotheken.nl/id/thes/p098014668,https://www.vondel.humanities.uva.nl/ecartico/persons/4892
http://data.bibliotheken.nl/id/thes/p141974559,https://www.vondel.humanities.uva.nl/ecartico/persons/39222
https://id.rijksmuseum.nl/31091202,https://www.vondel.humanities.uva.nl/ecartico/persons/39222
http://data.bibliotheken.nl/id/thes/p292771339,https://www.vondel.humanities.uva.nl/ecartico/persons/7946
https://id.rijksmuseum.nl/310119013,https://www.vondel.humanities.uva.nl/ecartico/persons/7946
