Community,Name,Centrality Measure,URI,Community Period
33,"Temminck, J.C.",0.002,https://id.rijksmuseum.nl/310112355,"(1770, 1770)"
33,Jan Christiaan Sepp,0.002,http://data.bibliotheken.nl/id/thes/p069788189,"(1770, 1770)"
34,"Bloemaarsse, C.",0.002,https://id.rijksmuseum.nl/310140055,"(1719, 1719)"
34,"Blockhuyse, R.",0.002,https://id.rijksmuseum.nl/310140056,"(1719, 1719)"
35,"Graawenhaan, C. van",0.002,https://id.rijksmuseum.nl/31043823,"(1759, 1759)"
35,"Duyn, C. van (jr.)",0.002,https://id.rijksmuseum.nl/31031549,"(1759, 1759)"
36,Pierre Bullet,0.002,http://data.bibliotheken.nl/id/thes/p07028752X,"(1786, 1786)"
36,Jean Lepautre,0.002,http://data.bibliotheken.nl/id/thes/p274436566,"(1786, 1786)"
37,"Koning, C.H.",0.002,https://id.rijksmuseum.nl/31062049,"(1785, 1785)"
37,"Hulk, J.",0.002,https://id.rijksmuseum.nl/31053977,"(1785, 1785)"
38,Norbertus Heylbroeck,0.002,http://www.vondel.humanities.uva.nl/ecartico/persons/55464,"(1727, 1727)"
38,"Berterham, J.B.",0.002,https://id.rijksmuseum.nl/3109689,"(1727, 1727)"
39,"Stephanus, P.",0.002,https://id.rijksmuseum.nl/310109438,"(1651, 1651)"
39,Hendrick Hondius I,0.002,http://www.vondel.humanities.uva.nl/ecartico/persons/3804,"(1651, 1651)"
40,Rousseau,0.002,https://id.rijksmuseum.nl/31098351,"(1771, 1771)"
40,Delaunay,0.002,https://id.rijksmuseum.nl/31027506,"(1771, 1771)"
41,Hercules Pietersz. Segers,0.002,http://www.vondel.humanities.uva.nl/ecartico/persons/6774,"(1600, 1699)"
41,Anthonie Waterloo,0.002,http://www.vondel.humanities.uva.nl/ecartico/persons/8168,"(1600, 1699)"
42,Lucas Vorsterman II,0.002,http://www.vondel.humanities.uva.nl/ecartico/persons/7990,"(1678, 1678)"
42,Frans Ertinger,0.002,http://www.vondel.humanities.uva.nl/ecartico/persons/2792,"(1678, 1678)"
43,"Sorjove, J.",0.002,https://id.rijksmuseum.nl/310107335,"(1676, 1676)"
43,Cornelis Gerritsz. Decker,0.002,http://www.vondel.humanities.uva.nl/ecartico/persons/2379,"(1676, 1676)"
44,Schuylenburgh,0.002,https://id.rijksmuseum.nl/310138934,"(1647, 1647)"
44,Hendrick Danckerts,0.002,http://www.vondel.humanities.uva.nl/ecartico/persons/2347,"(1647, 1647)"
45,Frans Allen,0.002,http://www.vondel.humanities.uva.nl/ecartico/persons/56830,"(1647, 1647)"
45,Cornelis Koninck,0.002,http://www.vondel.humanities.uva.nl/ecartico/persons/4374,"(1647, 1647)"
46,Herman Jansz. Breckerveld,0.002,http://www.vondel.humanities.uva.nl/ecartico/persons/1368,"(1663, 1663)"
46,Carel van Sichem,0.002,http://www.vondel.humanities.uva.nl/ecartico/persons/6807,"(1663, 1663)"
